"","CB62_E8","CB62_L4i","E32C1_E8","E32C1_L4i","E32C4_E8","E32C4_L4i","E32C6_E8","E32C6_L4i","E5C3_E8","E5C3_L4i","H9_E8","H9_L4i","RUES01_E8","RUES01_L4i","RUES02_E8","RUES02_L4i"
"OTX2",4353,7793,37443,18290,43192,19949,10430,10568,2928,10936,22479,7302,13194,6791,26405,37522
"GPR132",4,2,15,16,22,2,6,18,0,8,65,24,2,1,6,29
"ENSG00000286636",0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
"ENSG00000280244",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287459",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"JAG2",1409,965,2130,1978,2258,1128,582,1820,929,613,2970,1051,605,1084,5397,2523
"MIR6765",1,2,1,1,0,0,0,0,0,0,6,0,0,4,6,2
"ENSG00000257622",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PACS2",7244,3570,12911,6378,15325,7750,4642,4731,4550,4477,16492,3626,4991,4695,28638,14707
"ENSG00000279495",282,175,289,405,436,515,142,255,147,122,338,153,123,291,1448,591
"RPS20P33",13,13,24,21,32,15,15,11,4,3,39,16,5,11,103,38
"TEX22",41,44,71,23,100,27,34,8,43,33,121,7,18,41,126,59
"MTA1-DT",172,137,423,164,510,303,193,177,90,231,428,78,157,260,526,571
"MTA1",19981,7065,38050,18502,46868,16951,12638,12497,10944,9025,40176,10610,14955,10363,68220,32772
"ENSG00000257270",51,11,155,45,144,52,38,53,24,36,192,34,55,60,257,123
"CRIP2",1279,478,1496,818,2940,1373,955,1128,592,907,1548,314,639,482,2383,1471
"CRIP1",6,15,6,13,7,21,0,29,1,9,6,10,0,5,2,6
"ENSG00000257341",0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0
"TEDC1",1971,1547,3235,2368,4345,3462,1159,2040,854,2023,2963,818,750,981,3052,2089
"TMEM121",204,86,312,51,668,34,76,46,162,71,339,38,110,36,217,57
"ENSG00000230157",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234402",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"IGHA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHE",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHG4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR8071-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHG2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR8071-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253364",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEGAIN",277,114,699,241,838,248,237,222,180,107,1117,177,256,166,1244,634
"ENSG00000258566",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258569",0,1,3,0,2,1,3,0,1,0,4,0,0,0,2,1
"VASH1",1805,340,5944,683,7473,641,1312,316,1280,1397,7200,518,1113,447,6272,2517
"ENSG00000259081",2,0,7,0,10,4,1,7,2,2,11,2,4,4,26,16
"ENSG00000258610",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VASH1-AS1",5,1,8,4,14,0,0,1,0,0,8,1,1,0,23,2
"ANGEL1",5893,1191,8973,3120,13861,3334,3128,2411,3141,1619,9788,1832,2641,2061,19793,8029
"ENSG00000286437",1,0,12,19,22,9,3,8,4,11,18,5,5,7,37,18
"RPL22P2",4,0,10,6,4,2,5,4,4,0,6,1,2,2,8,6
"RN7SKP17",0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000259058",5,1,0,0,5,0,0,2,0,0,1,0,2,0,2,4
"ENSG00000285966",0,10,3,3,11,6,20,2,0,2,8,4,2,4,12,3
"RN7SL356P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000243225",1,0,1,1,2,2,2,2,2,2,0,0,0,0,0,2
"IRF2BPL",14682,6577,30604,12984,41006,14694,9186,9424,16088,3266,23589,5824,11541,7120,47467,18943
"ENSG00000273729",64,29,84,57,116,53,32,28,68,14,87,25,35,24,179,77
"LINC02288",8,0,4,4,12,9,1,0,2,0,14,2,4,6,17,0
"ENSG00000258473",0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
"LINC02289",68,4,156,75,323,115,103,78,38,26,206,29,111,20,287,113
"ENSG00000287004",0,1,0,0,2,1,0,0,0,0,5,0,2,2,2,0
"LRRC74A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"CKB",35851,44047,87824,94965,114312,118382,32675,86263,25794,39816,50511,30645,40166,48969,136633,144505
"COA8",1055,832,1760,1753,2646,2020,705,1590,525,839,1790,674,834,920,2971,2549
"PRKD1",546,1797,1067,2505,1088,2635,649,2504,226,670,1130,754,441,2363,1765,5357
"ENSG00000257904",0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,3
"ENSG00000248975",2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
"RPS6P24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279032",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"DMAC2L",791,674,1609,1462,2058,2018,661,1327,344,537,1456,551,580,670,2190,2072
"DIO2",24,31,16,89,37,43,14,32,3,753,51,36,2,67,38,307
"RTN1",231,242,837,658,1094,696,206,301,59,495,744,289,368,455,653,1979
"CDKN3",3664,1402,5267,2894,7798,2788,1536,2183,1730,1405,5729,987,1996,1027,9026,2870
"ARHGAP5",3896,2537,9188,5418,11752,6709,3083,3775,2375,3125,8808,2806,2295,3222,12895,9858
"NDRG2",1795,913,7141,3427,9080,4663,2299,2590,1962,833,3476,678,2617,2146,8033,4232
"GZMB",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"SYNE2",10002,5549,21671,13816,25518,14797,6632,9520,8927,8042,17789,6669,5671,7722,28224,23657
"TDRD9",2,6,2,4,0,6,6,18,0,10,2,16,0,6,4,28
"CEP170B",9961,2872,14093,7950,18424,9837,5777,7888,5955,3979,18245,3721,4462,6357,33256,12312
"DHRS4L2",581,186,695,502,1066,541,189,264,104,158,957,169,453,306,1362,783
"BRF1",2747,1809,5627,3215,6872,4288,2002,2664,1548,2568,6030,1382,1970,2285,9262,5535
"NID2",2075,105,4423,719,5517,860,697,175,1127,1675,7400,378,1143,223,7910,2102
"ZFHX2",3359,864,8114,1491,10279,2273,2501,1168,1975,1415,6813,740,2683,1710,10822,4413
"JPH4",9210,1652,19269,6167,27348,3518,6563,2938,3024,790,18185,1997,6587,3832,29864,10191
"CCDC88C",8988,3066,18759,6565,20388,9108,6914,5655,5457,5962,14585,3120,4766,5333,29361,16720
"GMPR2",4040,3449,8710,9379,11085,8765,2923,5982,2053,3260,6646,3454,3292,4797,11263,13178
"CDH24",2455,1040,7536,3117,10083,3428,2934,2546,2050,2913,6309,1159,1826,1555,10731,6096
"MBIP",2175,2046,4836,3989,6736,5072,1926,2949,938,1954,4459,1310,1576,1974,6956,5642
"ATXN3",2248,1558,3820,3359,5329,3996,1369,3151,1294,1199,4278,1590,1464,1733,8057,5600
"DDX24",24026,14038,35184,31714,45890,36166,13601,23268,8974,14173,31766,11308,11620,17923,66496,45441
"PRKCH",1077,631,1147,1418,1793,847,278,993,1468,272,1813,766,476,572,1241,1322
"SLC7A8",19085,5106,47164,18583,71578,18080,23172,10940,21947,14524,33925,5951,12549,8101,51511,26194
"GPX2",17,177,43,185,119,319,30,313,26,153,59,215,19,171,63,521
"CALM1",30746,32057,55959,53344,77963,67144,25572,41932,14739,23983,42675,15439,21889,32897,81769,70969
"EAPP",2723,2155,5402,4436,7584,5532,2411,3572,1338,1911,4417,1489,2198,2484,8578,6211
"HNRNPC",88922,77834,186110,174484,252484,198309,65404,113823,41076,71741,153721,55274,74571,82476,228810,227051
"OR4K17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIA2",2570,1021,3644,1590,5247,2586,1438,1216,798,1244,4007,482,1127,1017,4962,2523
"CIDEB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABHD4",6318,4146,12529,8687,19416,12154,5668,6868,3811,4370,8044,2367,2415,2434,24422,15679
"GPR135",61,19,151,22,243,67,56,29,39,80,321,50,21,27,226,116
"GNG2",1048,1096,2784,1600,4093,2250,1012,1075,369,971,2772,667,780,918,2270,2964
"EML5",47,114,163,164,343,187,104,89,89,73,171,141,39,152,178,467
"TUNAR",9325,7733,16957,14127,15485,9261,3403,7957,5252,3546,9941,6367,6780,8484,27608,22863
"FAM161B",68,163,151,217,238,320,46,251,32,166,153,85,81,131,212,585
"COQ6",302,213,493,408,675,603,202,360,145,288,608,215,228,229,1214,826
"ENTPD5",1025,175,1125,456,1295,562,333,598,470,414,1813,355,620,400,3442,1158
"ENSG00000279461",1,3,0,2,2,0,4,2,0,0,1,0,2,0,0,2
"BBOF1",64,21,74,54,118,79,36,85,23,61,132,31,45,26,141,122
"ALDH6A1",4062,2913,7478,5366,10393,5663,2320,3941,2206,1939,7020,2647,2930,2500,10835,8120
"RN7SL530P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258513",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"VSX2",14,6,21,212,60,34,10,30,28,74,140,192,10,78,40,609
"ABCD4",5941,2790,9429,6757,12025,7907,4539,5849,2867,2852,11469,3127,4032,3580,20673,10618
"ENSG00000258559",56,11,108,42,98,76,27,53,27,12,228,60,38,43,287,133
"VRTN",24912,15993,55217,28265,72709,47428,22666,21615,11972,13026,36638,8081,18203,20818,80015,42770
"ENSG00000258737",2,0,5,0,10,0,1,0,0,0,9,0,5,0,4,5
"ENSG00000177776",2,0,5,1,5,0,0,0,3,0,6,0,0,0,4,0
"LIN52",1247,1084,2691,2068,3620,2812,1023,1510,540,940,2610,874,900,1041,3780,3612
"ENSG00000259155",17,2,30,6,26,7,6,16,5,0,78,10,12,1,38,15
"ENSG00000258462",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4
"RNU6ATAC30P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLHDC1",14,0,9,8,16,4,4,0,4,3,43,6,6,0,27,9
"ENSG00000258400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NEMF",4164,2088,6376,4501,8753,5333,2309,3647,1896,2755,7100,2112,2323,2519,11327,7652
"ENSG00000277634",2,0,1,1,0,0,0,0,0,0,6,0,1,0,0,0
"RNU6-539P",0,2,1,0,1,0,0,0,0,0,3,0,0,0,1,0
"RN7SL3",55,32,59,194,58,215,30,190,33,74,105,59,31,75,218,193
"RN7SL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000278002",12,2,6,19,23,7,2,11,2,6,14,6,13,9,20,9
"RNU6-189P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000274704",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR6076",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270788",2,2,2,0,2,0,0,4,0,0,0,0,0,0,6,0
"ENSG00000243038",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARF6",11205,10780,21310,19833,28435,24388,8229,14097,5934,9396,18449,7081,7005,9681,32957,25241
"RPL23AP8",2,0,4,2,0,0,2,2,0,0,4,2,2,2,10,4
"CFL2",2366,1207,3587,2514,5324,3372,1628,1701,1187,2169,3186,871,1194,1155,6320,3261
"RPL12P6",0,0,2,0,0,0,2,0,0,3,6,0,1,0,0,7
"BAZ1A",3367,1777,6886,3929,7960,4629,2304,3161,2530,3386,4943,1021,1914,2016,8234,5552
"RNU7-41P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BAZ1A-AS1",83,24,221,77,275,74,54,50,80,71,186,26,98,50,213,146
"ENSG00000258493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PPP2R3C",1490,1362,3136,3193,4629,3445,1260,2421,964,1380,3117,1373,938,1123,4343,4178
"PRORP",703,420,983,779,1386,854,439,650,330,419,1078,336,327,473,1905,1120
"ENSG00000258790",1,0,1,0,0,0,3,1,0,0,2,0,0,1,3,1
"RPL23AP70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEPTIN7P1",0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
"MRPL57P8",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"DPRXP3",0,1,0,0,4,16,2,0,0,0,0,0,0,6,1,1
"RPL7AP3",0,0,0,0,4,2,0,2,0,0,0,0,0,0,1,1
"RPL9P3",0,0,2,4,2,8,0,4,0,8,2,0,0,0,4,4
"PSMA6",2901,2327,5025,5574,7078,5933,1929,4280,1283,1980,4046,1916,1868,2397,8062,6307
"ENSG00000288045",22,7,69,50,86,79,27,37,14,39,47,17,14,34,106,113
"ENSG00000258503",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258993",0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0
"SYT16",240,125,553,414,694,310,197,304,120,95,351,177,97,209,498,383
"ENSG00000289503",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000186369",0,0,2,0,4,4,2,0,0,0,0,0,0,0,1,4
"OR4K15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000196383",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VIPAS39",2897,2321,4877,5059,6659,5188,1844,3745,1427,2276,4623,2135,1926,3001,9870,8521
"AHSA1",18207,13262,28008,27194,36910,30124,10661,21090,7500,12785,22646,8707,10813,15057,54038,35582
"ENSG00000212371",1,0,4,0,6,7,0,4,1,1,3,4,0,0,3,5
"ISM2",232,74,341,114,241,53,50,129,100,68,228,74,68,63,329,132
"SPTLC2",9372,5875,12918,13441,16520,14149,4394,10247,4715,4911,13121,6462,3727,6159,23063,18372
"RN7SL587P",0,0,0,5,7,5,1,2,0,0,6,2,10,3,2,2
"ENSG00000258957",6,18,12,7,17,15,0,3,0,8,11,0,14,18,30,40
"ENSG00000258520",3,18,13,4,9,10,3,12,1,2,8,1,4,2,19,17
"GALNT16",784,320,2059,724,2579,860,790,528,560,626,2932,349,663,636,2857,1835
"ENSG00000280073",0,0,0,8,2,0,0,0,4,2,10,0,4,0,0,2
"ERH",21383,18822,37249,37325,53010,43781,15982,27709,8705,16695,30847,11271,15364,17316,58412,47680
"SLC39A9",5760,3355,8567,7245,11979,7739,3167,4876,2400,3302,8385,3026,2784,3801,14827,11049
"ENSG00000286424",0,0,0,0,4,3,2,0,4,2,6,0,0,4,10,10
"EXD2",4847,3784,7903,8199,11734,8536,2955,6267,2664,2809,7494,3299,2687,4477,13193,10368
"WDR89",2315,1464,4573,3987,6206,4079,1604,2764,1276,1468,4391,1534,1795,1929,6931,5034
"TMEM229B",332,71,240,76,305,107,34,86,132,27,492,60,108,65,863,175
"RNF212B",18,7,10,35,32,21,5,10,19,9,23,17,12,13,51,27
"SEL1L",4398,2431,8410,5870,11685,6790,3192,4305,2358,3568,8562,2426,2099,2891,13964,8768
"LINC01467",0,2,4,1,2,5,0,1,2,4,2,0,0,0,0,2
"STON2",1835,891,3868,1929,5314,2758,1808,1679,1376,1814,5796,904,884,1257,4385,3971
"MIR4506",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IFI27",57,8,153,67,109,50,41,39,23,25,225,41,53,22,280,189
"EXOC3L4",9,8,25,6,54,10,13,17,1,2,36,10,14,14,35,14
"HEATR5A",2557,1266,3723,2972,4911,2772,1202,2327,1318,1060,3416,1038,1045,1284,6061,3743
"ENSG00000283016",6,0,5,4,0,4,4,0,1,2,2,0,0,4,2,8
"ENSG00000258443",5,0,6,0,5,0,0,0,1,0,12,0,2,0,17,8
"ENSG00000258695",2,0,0,2,1,0,1,4,0,0,3,0,2,3,8,2
"ACOT1",318,240,249,304,318,406,128,234,53,101,299,121,196,208,327,377
"ENSG00000258408",0,0,0,0,0,0,0,0,0,0,4,0,4,0,10,2
"ACOT2",813,909,1956,1998,2547,2376,750,1426,374,705,1686,609,637,825,2076,2445
"ENSG00000258524",2,0,0,0,0,0,0,4,2,8,6,6,0,0,6,1
"ENSG00000279026",10,0,12,2,2,8,8,12,0,4,27,10,5,2,36,10
"ACOT4",42,30,156,120,214,118,40,65,22,40,67,39,47,56,155,98
"ACOT6",6,7,24,10,9,4,5,0,2,0,24,2,0,6,61,8
"NDUFB8P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNAL1",1142,742,2249,1851,2629,2107,962,1554,537,858,2312,778,759,974,3637,3387
"RNU6-240P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258660",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNMA1",8561,7494,18909,13924,27523,19514,7517,12896,4826,8081,14773,4247,6673,7918,28208,23572
"MIR4505",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"LINC02274",0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0
"ENSG00000270576",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"PTGR2",538,140,804,310,1107,282,245,282,220,99,759,110,366,184,1845,530
"ENSG00000258653",5,0,2,3,2,2,1,1,0,0,0,0,0,0,5,3
"ENSG00000223300",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"ENSG00000273711",2,2,30,20,18,14,9,10,5,4,58,10,17,4,78,49
"ZNF410",81,58,161,116,209,146,52,90,33,78,203,44,84,48,359,189
"ENSG00000258891",0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,0
"ENSG00000270140",0,0,0,0,2,2,2,0,0,0,2,0,0,0,1,0
"ENSG00000199472",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"SAMD15",47,76,59,120,168,342,83,183,28,154,94,38,35,124,170,401
"NOXRED1",2,5,28,42,14,21,12,34,7,8,42,5,10,23,57,45
"STXBP6",980,1151,2055,1967,2339,1920,587,1333,227,683,1174,411,834,1668,2115,3097
"RAD51B",369,286,542,634,989,721,215,578,270,267,727,281,222,373,992,1156
"FBXO33",2157,1163,3984,2138,5296,2945,1438,1795,1221,1369,3831,782,1195,1240,6787,3355
"ENSG00000289442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000289436",43,21,26,36,74,82,20,106,69,182,61,92,25,5,76,20
"ENSG00000258945",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000289290",4,2,11,8,7,3,4,3,0,2,11,0,3,0,12,2
"ENSG00000289531",0,0,0,4,0,0,0,2,0,0,0,0,2,0,0,0
"ENSG00000288797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000289541",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259319",38,40,128,75,129,127,70,59,10,63,74,47,52,163,89,214
"ENSG00000273783",68,26,167,77,145,90,64,51,26,46,116,34,68,64,213,141
"ENSG00000258511",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000289495",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259038",4,1,4,4,1,0,2,0,0,0,0,0,2,0,3,4
"LINC01629",0,0,13,0,6,4,4,0,4,0,5,0,1,0,1,0
"ENSG00000288762",47,32,52,52,67,45,19,58,66,14,47,16,34,39,136,64
"ENSG00000289195",3991,886,1315,329,4005,550,864,1602,932,5,7382,1013,1831,904,6453,227
"ENSG00000289523",24,53,35,35,47,92,29,69,21,80,51,23,22,31,120,94
"ENSG00000288802",0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0
"LINC01550",2,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2
"ENSG00000289208",0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,5
"PSMA3-AS1",1000,924,1723,1968,2207,2338,844,2119,597,1090,2216,659,809,1038,3907,2646
"HECTD1",21043,10518,30794,20712,39761,25621,10269,14339,10020,11935,30357,9131,7544,12806,50579,28487
"BAG5",4115,3871,7647,7368,11060,11176,3621,6622,2243,3765,7715,2986,2470,4193,13051,11463
"KLC1",3305,1391,5453,3737,7497,5181,2500,4237,1556,2152,6796,1585,2067,2588,12293,6901
"RPL26P4",6,0,16,4,7,4,4,18,4,2,16,2,7,0,13,13
"ENSG00000289049",6,2,2,1,4,8,1,0,0,5,8,2,0,0,9,6
"ENSG00000259088",66,14,80,80,149,51,31,49,23,32,184,26,52,26,194,129
"RNU6-790P",0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0
"ENSG00000256705",2,0,0,0,3,0,2,0,0,0,2,0,0,0,0,0
"ENSG00000259161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000289482",0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
"ENSG00000258959",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RN7SL472P",0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,5
"HSP90AA1",233199,192968,441139,470463,506842,415916,130311,266552,112406,179644,294158,162247,131579,220175,722305,637196
"PPP2R5C",10733,5767,19352,12779,24706,11950,6193,8752,6023,6034,18958,5770,7065,5549,31842,19589
"ENSG00000258827",0,0,2,0,2,1,0,2,0,0,0,0,2,1,8,2
"SLC25A21-AS1",159,24,261,86,362,84,66,100,59,10,427,83,143,60,433,157
"RNU6-273P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-886P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259087",1,0,1,0,2,0,2,3,0,0,1,0,0,0,2,0
"FOXA1",24,4,14,14,30,24,9,4,424,26,149,2,4,0,21,46
"BTBD7",4693,2420,9540,5534,11445,6334,3034,3885,2209,2627,8651,2196,2539,2964,15592,9708
"ENSG00000278396",1,12,11,8,27,17,4,18,4,9,8,3,6,7,18,17
"COX8C",17,0,16,0,28,0,0,4,2,1,13,2,15,2,24,11
"ENSG00000202306",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1258P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277826",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRIMA1",779,523,1467,1585,1601,1789,469,1168,348,853,1151,656,602,1001,2920,2655
"FAM181A",0,0,0,4,8,0,4,0,0,16,14,4,0,0,0,16
"KTN1-AS1",600,123,1073,523,1331,549,313,431,339,244,1154,201,385,356,1652,901
"RPL21P6",0,0,0,4,0,0,0,0,0,0,0,0,2,2,2,0
"TBPL2",4,6,2,37,9,18,0,25,0,0,1,6,14,9,14,34
"UNC79",414,259,649,444,1006,966,412,403,157,208,918,131,298,323,1590,846
"SLC25A21",747,405,1161,868,1769,872,564,536,296,343,882,309,423,422,1694,1346
"ENSG00000258690",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000258601",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR4503",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000289687",20,12,6,10,11,16,0,14,3,4,16,6,8,6,5,9
"MIDEAS",2365,566,3510,1520,4585,1319,1206,1354,1419,1126,4826,1122,1370,829,8619,2505
"ENSG00000288931",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1138P",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1
"RNU6-1046P",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"SLC22A17",6120,1721,14738,5292,23326,5356,4842,3859,2865,2128,14539,2164,5468,3542,17634,10169
"MIR208A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR208B",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"CEBPE",8,8,14,24,7,3,0,4,2,4,6,14,0,3,10,12
"ENSG00000200385",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1277P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00517",4,4,5,4,0,3,4,12,0,0,1,0,0,2,3,6
"ENSG00000258696",11,22,11,7,11,27,1,74,9,2,5,12,5,7,100,42
"ENSG00000259048",83,33,110,70,87,123,39,138,56,23,135,43,43,51,656,206
"TTC6",0,6,13,8,17,16,6,12,46,0,17,2,6,4,33,6
"ENSG00000278147",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"PRPF39-DT",0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,4
"PRPF39",3006,1597,6536,3822,9218,4154,2373,3224,1703,1878,7375,1669,2346,1808,9308,5872
"LOC124903416",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"SNORD127",1,2,6,5,6,5,1,0,0,5,2,1,2,2,2,3
"FKBP3",9893,8845,21400,21748,33048,25520,9066,16780,4679,8875,18008,6974,8226,10417,27382,28214
"MIS18BP1",7933,4838,16849,12230,21104,14722,7335,9504,4399,5371,15038,4386,4426,6453,30704,17187
"FANCM",1566,870,2634,1821,3454,2022,998,1423,825,962,2826,733,794,741,5527,3015
"RNASE10",0,1,2,3,1,4,1,2,2,8,6,1,0,2,6,10
"RNASE12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GARIN2",3,0,2,2,12,16,6,19,2,4,6,4,8,3,17,16
"ENSG00000289723",0,0,3,2,3,0,1,0,0,0,0,0,0,0,0,3
"CGRRF1",1115,986,2112,1950,3336,2393,890,1431,417,790,1889,673,783,856,2952,2633
"ENSG00000200506",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000247970",1,0,6,1,10,2,0,0,0,3,14,0,0,0,8,1
"HHIPL1",671,652,2048,819,3042,1863,717,911,444,985,1373,284,587,593,1802,1684
"CYP46A1",52,47,114,75,129,93,97,115,50,142,147,39,45,55,245,234
"ENSG00000258672",0,0,0,0,1,0,0,0,2,6,0,0,0,0,4,1
"EML1",3524,4021,9135,6129,12410,8145,3042,4028,1593,7113,8260,2876,2130,5137,13568,17152
"RNU1-47P",0,1,0,2,0,2,1,0,0,0,1,0,0,1,0,4
"ENSG00000271198",0,0,2,0,3,6,0,3,0,0,1,0,0,2,1,1
"RPS2P3",0,0,0,0,1,0,0,0,0,0,4,0,0,0,6,4
"ENSG00000258693",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"RD3L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RN7SL634P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASPG",70,0,589,48,564,16,8,30,23,2,17,6,197,12,856,4
"MIR203A",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MIR203B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIF26A",10862,14390,27196,21197,32705,34336,9988,19729,7408,13950,21483,10089,6273,16669,37462,36905
"ENSG00000258748",12,35,35,20,36,47,9,35,26,21,20,22,17,29,27,57
"ENSG00000258824",4,2,10,6,19,0,0,1,0,0,18,8,12,3,29,18
"ENSG00000272909",5,2,17,10,23,11,4,7,1,12,12,2,3,9,12,4
"ZBTB25",736,618,1626,1534,1858,1387,609,1420,486,571,2146,955,700,830,3068,2615
"AKAP5",384,236,917,487,1165,818,386,470,164,420,673,132,262,528,1131,1024
"MTHFD1",24332,29121,45885,57120,61747,71722,20429,45886,11279,22881,33915,16490,14701,31347,67508,69354
