human_gene_name,mouse_gene_name,zou_annotation,zygote,twoC,fourC,eightC,ICM,E8,L4i,WT_mESC,PARPKO_mESC
LRRN4,Lrrn4,maternal_1C_2C,0.968795242,0.136374529,-0.162884236,-0.107633898,-0.834651637,-0.728127341,0.728127341,-0.774947094,0.774947094
SNX3,Snx3,maternal_1C_2C,0.95976026,-0.216458562,-0.752141739,-0.948513391,0.957353431,-0.727737694,0.727737694,0.904223557,-0.904223557
F8,F8,maternal_1C_2C,-0.350319625,1.323253729,0.276524548,-0.893447747,-0.356010904,-0.723109008,0.723109008,0.706862078,-0.706862078
MITF,Mitf,maternal_1C_2C,1.005610843,0.567844358,0.627772307,-0.789400341,-1.411827167,-0.718922157,0.718922157,0.905943831,-0.905943831
ARMC2,Armc2,maternal_1C_2C,0.935135407,0.995883783,0.229003768,-0.803309988,-1.35671297,-0.717092952,0.717092952,0.896122934,-0.896122934
INA,Ina,maternal_1C_2C,0.807998361,0.773459086,-0.996611848,-1.254399543,0.669553945,-0.716596039,0.716596039,-0.850304058,0.850304058
POLR3B,Polr3b,maternal_1C_2C,0.025627873,0.67038833,0.675802722,-0.02393259,-1.347886335,-0.71530482,0.71530482,0.876056485,-0.876056485
ACOT2,Acot3,maternal_1C_2C,0.126239492,0.430944067,-0.166849631,0.945643337,-1.335977265,-0.709641993,0.709641993,0.801843752,-0.801843752
SFRP5,Sfrp5,maternal_1C_2C,-0.316227766,1.264911064,-0.316227766,-0.316227766,-0.316227766,-0.70862097,0.70862097,0.903206466,-0.903206466
CDYL2,Cdyl2,maternal_1C_2C,1.226634152,-0.107660191,-0.682462752,0.130242308,-0.566753518,-0.705884058,0.705884058,0.784407284,-0.784407284
PDK1,Pdk1,maternal_1C_2C,1.053651871,1.062913016,-0.085034866,-0.794609967,-1.236920054,-0.701337751,0.701337751,-0.880595487,0.880595487
MNS1,Mns1,maternal_1C_2C,0.63740901,0.413569474,0.430238788,0.22613147,-1.707348742,-0.698385664,0.698385664,-0.661159948,0.661159948
SPINDOC,Spindoc,maternal_1C_2C,0.823376371,0.856861346,0.472025936,-1.026498913,-1.12576474,-0.698161459,0.698161459,0.844639275,-0.844639275
CDCA2,Cdca2,maternal_1C_2C,0.421540511,0.438349547,0.752596571,-0.306609713,-1.305876915,-0.696582696,0.696582696,0.795207197,-0.795207197
LAMB1,Lamb1,maternal_1C_2C,0.095162082,0.119185704,0.163489559,-1.563964773,1.186127428,-0.696373422,0.696373422,-0.889067357,0.889067357
TAX1BP1,Tax1bp1,maternal_1C_2C,0.816297428,0.551085339,0.816342814,-1.036114871,-1.147610709,-0.691792726,0.691792726,0.871297001,-0.871297001
ZNF462,Zfp462,maternal_1C_2C,0.262752317,0.553723838,0.627899084,-0.629129967,-0.815245271,-0.691175231,0.691175231,-0.693305616,0.693305616
TANC2,Tanc2,maternal_1C_2C,0.37318897,1.13853417,0.458367634,-1.007355943,-0.962734831,-0.690151059,0.690151059,-0.657277848,0.657277848
AKIP1,Akip1,maternal_1C_2C,0.715780231,0.606334525,-0.994646388,0.616756631,-0.944225,-0.689233437,0.689233437,0.503043431,-0.503043431
CSNK2A2,Csnk2a2,maternal_1C_2C,-0.011933078,0.338355073,-0.888622661,1.405612031,-0.843411365,-0.688587541,0.688587541,-0.781901922,0.781901922
AHSA1,Ahsa1,maternal_1C_2C,0.146290255,0.921260474,0.067082518,-1.619237086,0.48460384,-0.686630932,0.686630932,0.870026419,-0.870026419
CWC25,Cwc25,maternal_1C_2C,0.336712351,0.589131938,0.948733197,-0.260068149,-1.614509337,-0.682557668,0.682557668,-0.766384799,0.766384799
ERC1,Erc1,maternal_1C_2C,0.080319878,0.227337285,0.229583433,0.483659792,-1.020900388,-0.681510204,0.681510204,0.753651793,-0.753651793
SASS6,Sass6,maternal_1C_2C,0.828832395,0.667554858,0.70314432,-0.741956396,-1.457575177,-0.680338138,0.680338138,0.717055527,-0.717055527
UTP14A,Utp14a,maternal_1C_2C,1.069981177,0.815103997,0.118269768,-0.476852895,-1.526502047,-0.676707603,0.676707603,0.9088727,-0.9088727
NUP214,Nup214,maternal_1C_2C,-0.4342191,-0.007955757,-0.928852292,0.672575408,0.698451741,-0.673247269,0.673247269,0.764584983,-0.764584983
SAP30,Sap30,maternal_1C_2C,0.961770059,0.386719407,0.390317042,-0.428701897,-1.310104611,-0.672626823,0.672626823,-0.790979355,0.790979355
AARD,Aard,maternal_1C_2C,0.275415933,0.2256508,0.563256439,-0.258923715,-0.805399457,-0.66873903,0.66873903,0.878969668,-0.878969668
BRPF1,Brpf1,maternal_1C_2C,-0.203497702,0.622278688,1.433317907,-0.758864089,-1.093234803,-0.667307496,0.667307496,0.908880671,-0.908880671
PTPN2,Ptpn2,maternal_1C_2C,0.537241577,0.285651318,0.248711773,0.119081225,-1.190685893,-0.659011412,0.659011412,0.888890698,-0.888890698
RPA1,Rpa1,maternal_1C_2C,1.063192275,1.06568527,-0.067546677,-0.983049825,-1.078281043,-0.658938947,0.658938947,-0.72421632,0.72421632
PDE8A,Pde8a,maternal_1C_2C,0.84179591,-0.256371451,0.911342751,-1.533314851,0.036547641,-0.657115806,0.657115806,0.825219267,-0.825219267
ANXA7,Anxa7,maternal_1C_2C,0.905914202,0.809027359,0.422770081,-1.22471643,-0.912995211,-0.656032793,0.656032793,0.840365345,-0.840365345
ZYG11A,Zyg11a,maternal_1C_2C,-0.106851076,0.28218685,-0.520219573,-0.680775704,1.025659503,-0.655503419,0.655503419,0.859652124,-0.859652124
SAP130,Sap130,maternal_1C_2C,-0.263847233,0.126106509,1.452345864,-0.629710863,-0.684894277,-0.654536975,0.654536975,0.434513102,-0.434513102
DHX29,Dhx29,maternal_1C_2C,-0.1452438,0.077526048,0.775843744,-0.572079023,-0.13604697,-0.65295993,0.65295993,0.833058539,-0.833058539
KDM3A,Kdm3a,maternal_1C_2C,0.32980956,0.528862298,1.071881702,-0.391794033,-1.538759526,-0.65065829,0.65065829,0.85035031,-0.85035031
CEP78,Cep78,maternal_1C_2C,0.962359745,0.949623934,0.096088962,-0.984043371,-1.024029271,-0.649854913,0.649854913,-0.901406847,0.901406847
TADA2A,Tada2a,maternal_1C_2C,0.003156115,0.861528135,1.167465162,-0.715309333,-1.31684008,-0.64957681,0.64957681,-0.76289975,0.76289975
TBX20,Tbx20,maternal_1C_2C,-0.612746585,-0.612746585,0.250062295,0.593008958,0.382421918,-0.649440597,0.649440597,-0.864089509,0.864089509
LSM14B,Lsm14b,maternal_1C_2C,-0.079063699,1.310016051,0.702159718,-0.729980085,-1.203131985,-0.649087662,0.649087662,-0.901300161,0.901300161
STK38,Stk38,maternal_1C_2C,0.655389778,0.455828692,0.981535509,-1.053933039,-1.038820941,-0.649083508,0.649083508,-0.863872619,0.863872619
BRINP1,Brinp1,maternal_1C_2C,0.68150203,1.243165744,-0.267500098,-0.438572318,-1.218595358,-0.648499886,0.648499886,-0.863863513,0.863863513
ARHGEF16,Arhgef16,maternal_1C_2C,0.659702663,0.616093116,0.664325154,-1.619152142,-0.320968792,-0.647689436,0.647689436,-0.840604741,0.840604741
GALNT3,Galnt3,maternal_1C_2C,1.091148992,0.674750941,0.178766166,-0.954489815,-0.990176283,-0.646897829,0.646897829,-0.866767676,0.866767676
PLOD2,Plod2,maternal_1C_2C,0.402378962,-0.425113968,-0.724318536,-0.851438575,1.598492117,-0.646466661,0.646466661,-0.785736343,0.785736343
BAIAP2,Baiap2,maternal_1C_2C,0.629645678,1.080408836,0.287578087,-0.655069257,-1.342563344,-0.64560049,0.64560049,0.820043224,-0.820043224
P3H2,P3h2,maternal_1C_2C,-0.127525157,0.153990553,0.670109265,-0.299497617,-0.397077044,-0.644684509,0.644684509,-0.881476619,0.881476619
DZIP3,Dzip3,maternal_1C_2C,0.232583487,0.467808296,1.229768953,-1.1629094,-0.767251336,-0.642801894,0.642801894,0.361130665,-0.361130665
EMC2,Emc2,maternal_1C_2C,1.015662532,0.470100812,0.267510636,-0.401615581,-1.3516584,-0.642243748,0.642243748,0.616026625,-0.616026625
PIP4K2A,Pip4k2a,maternal_1C_2C,0.723884541,0.539893837,0.40842234,-0.836432653,-0.835768065,-0.63916004,0.63916004,0.832502355,-0.832502355
THRA,Thra,maternal_1C_2C,0.645016529,0.016346023,0.997281576,-1.015672862,-0.642971266,-0.636512338,0.636512338,-0.868583428,0.868583428
CRYM,Crym,maternal_1C_2C,0.735164802,0.897732358,0.520274744,-0.999429063,-1.15374284,-0.636206751,0.636206751,-0.904751845,0.904751845
FNBP1L,Fnbp1l,maternal_1C_2C,0.219847206,0.575141829,0.792472996,-1.692053858,0.104591828,-0.634559833,0.634559833,0.887604032,-0.887604032
EFCAB7,Efcab7,maternal_1C_2C,0.828966698,1.16762989,-0.373605029,-0.472335395,-1.150656163,-0.633569172,0.633569172,-0.838000491,0.838000491
CLINT1,Clint1,maternal_1C_2C,1.243333181,0.811851429,-0.15486264,-1.204361232,-0.695960737,-0.630719102,0.630719102,-0.909069787,0.909069787
PRPF3,Prpf3,maternal_1C_2C,0.271751509,-0.138864311,-0.564847098,0.487310268,-0.055350367,-0.629919168,0.629919168,0.609800112,-0.609800112
CDC37L1,Cdc37l1,maternal_1C_2C,1.696631867,0.278219214,-0.558115852,-0.735938735,-0.680796494,-0.629584707,0.629584707,0.825051885,-0.825051885
CXCL16,Cxcl16,maternal_1C_2C,1.475710126,0.681206235,-0.510663791,-0.830066278,-0.816186292,-0.627914664,0.627914664,-0.829635773,0.829635773
PIK3R3,Pik3r3,maternal_1C_2C,0.250101734,0.752632245,0.547228784,-0.133872276,-1.416090488,-0.627846038,0.627846038,-0.87661321,0.87661321
MED19,Med19,maternal_1C_2C,-0.471388836,-0.230347241,0.119290396,1.552628179,-0.970182497,-0.626194184,0.626194184,0.804969538,-0.804969538
MGA,Mga,maternal_1C_2C,0.978596768,0.552860814,0.35502353,-0.372272237,-1.514208876,-0.624680757,0.624680757,0.425879212,-0.425879212
MYO5B,Myo5b,maternal_1C_2C,0.860703085,0.301930345,0.842340215,-0.787546585,-1.217427058,-0.623849765,0.623849765,-0.901883745,0.901883745
PON3,Pon3,maternal_1C_2C,1.130819938,1.057876726,-0.529061884,-0.82981739,-0.82981739,-0.623836889,0.623836889,-0.895005035,0.895005035
RESF1,Resf1,maternal_1C_2C,-0.393967776,-0.379281095,0.160501541,0.383215076,0.229532254,-0.621640838,0.621640838,0.454638507,-0.454638507
WDR45B,Wdr45b,maternal_1C_2C,0.681067603,0.744481706,0.573389431,-0.607245681,-1.391693059,-0.620627523,0.620627523,-0.84080589,0.84080589
HAP1,Hap1,maternal_1C_2C,0.896523745,0.677776638,0.583297199,-0.879682546,-1.277915036,-0.620063818,0.620063818,0.873959682,-0.873959682
DZANK1,Dzank1,maternal_1C_2C,-0.155450029,1.318041817,0.219306406,-0.680038651,-0.701859544,-0.617183468,0.617183468,-0.832921209,0.832921209
CNOT7,Cnot7,maternal_1C_2C,0.555221918,0.60765309,0.939114384,-1.189587279,-0.912402111,-0.613410694,0.613410694,-0.784126213,0.784126213
DSCAM,Dscam,maternal_1C_2C,0.545325386,-0.107546329,-0.28244293,1.028753406,-1.184089533,-0.613389174,0.613389174,0.806577247,-0.806577247
CCDC181,Ccdc181,maternal_1C_2C,1.514848354,0.367011028,-0.199588925,-0.452419815,-1.229850641,-0.61119288,0.61119288,-0.568452904,0.568452904
LMLN,Lmln,maternal_1C_2C,0.633591197,0.317007029,0.904934719,-0.887823417,-0.967709528,-0.607951084,0.607951084,-0.862882803,0.862882803
NUDT21,Nudt21,maternal_1C_2C,0.358851633,0.302206815,0.990677713,-0.707926592,-0.943809568,-0.606746905,0.606746905,-0.497724836,0.497724836
NTRK2,Ntrk2,maternal_1C_2C,0.839194637,1.015937686,0.098247713,-0.889159443,-1.064220592,-0.605994743,0.605994743,-0.893966097,0.893966097
SESN1,Sesn1,maternal_1C_2C,1.022868133,0.837477719,-0.122846414,-0.49418372,-1.243315717,-0.605858762,0.605858762,0.730416834,-0.730416834
ATXN1,Atxn1,maternal_1C_2C,1.338369357,0.568623848,0.021125254,-0.74567996,-1.182438499,-0.604532086,0.604532086,-0.876726335,0.876726335
ENPP2,Enpp2,maternal_1C_2C,1.059935919,0.381370094,0.489786434,-0.561270267,-1.369822179,-0.600638109,0.600638109,-0.882698256,0.882698256
NFRKB,Nfrkb,maternal_1C_2C,0.582042395,1.163906593,-0.117063076,-0.684040122,-0.94484579,-0.598259872,0.598259872,0.902966111,-0.902966111
TNPO3,Tnpo3,maternal_1C_2C,0.050938072,0.449864287,1.197448817,-0.057157851,-1.641093325,-0.5965401,0.5965401,0.900303612,-0.900303612
SYT11,Syt11,maternal_1C_2C,0.463451724,0.244907795,1.242262926,-0.788436682,-1.162185763,-0.589570336,0.589570336,-0.878540928,0.878540928
CFAP77,Cfap77,maternal_1C_2C,1.074834759,0.476268411,0.441118177,-0.710338713,-1.281882633,-0.588834031,0.588834031,0.826578913,-0.826578913
EIF2B1,Eif2b1,maternal_1C_2C,0.060968282,0.47822283,-0.865216184,-0.488522532,0.814547604,-0.588216539,0.588216539,0.535062878,-0.535062878
PRMT9,Prmt9,maternal_1C_2C,0.082056931,0.756792035,-0.004297626,-0.357537136,-0.477014204,-0.587690705,0.587690705,-0.781541692,0.781541692
BRCA2,Brca2,maternal_1C_2C,0.516024043,0.232055846,1.029552555,-0.438271366,-1.339361078,-0.585122694,0.585122694,0.707295476,-0.707295476
STXBP6,Stxbp6,maternal_1C_2C,0.98677173,0.627374418,0.582241721,-1.143427233,-1.052960636,-0.584322172,0.584322172,-0.807344719,0.807344719
HACD2,Hacd2,maternal_1C_2C,-0.324029432,-0.005070573,-0.790881976,0.380203681,0.7397783,-0.575701918,0.575701918,-0.733367511,0.733367511
ZNF597,Zfp597,maternal_1C_2C,-0.103448995,-0.00081751,0.777592848,0.925413862,-1.598740205,-0.575483246,0.575483246,-0.859193976,0.859193976
TM9SF2,Tm9sf2,maternal_1C_2C,0.93244398,-0.027495171,0.61067084,-1.137494562,-0.378125088,-0.572385467,0.572385467,0.816653547,-0.816653547
KCTD2,Kctd2,maternal_1C_2C,0.322539064,0.840403644,0.096421274,-0.998314084,-0.261049898,-0.5694067,0.5694067,-0.697678899,0.697678899
ZNF654,Zfp654,maternal_1C_2C,0.638376234,0.40844153,1.008729983,-0.713323321,-1.342224425,-0.568321088,0.568321088,0.900164985,-0.900164985
KCNH1,Kcnh1,maternal_1C_2C,0.671010952,0.701264292,0.328280483,-0.391218454,-1.309337274,-0.568156801,0.568156801,-0.889107331,0.889107331
LIMS2,Lims2,maternal_1C_2C,0.146856144,1.084450211,0.042275601,-0.74825199,-0.525329967,-0.563614031,0.563614031,0.897267061,-0.897267061
EML1,Eml1,maternal_1C_2C,0.774353996,0.819715117,0.612313732,-1.022505105,-1.18387774,-0.55728183,0.55728183,-0.751827811,0.751827811
CSNK1G1,Csnk1g1,maternal_1C_2C,0.062296461,-0.275756991,1.321367747,0.123358421,-1.231265638,-0.556767791,0.556767791,-0.830846293,0.830846293
ERP44,Erp44,maternal_1C_2C,0.716620314,0.865185238,0.073961924,-1.185122804,-0.470644671,-0.552830548,0.552830548,0.863185822,-0.863185822
LNPEP,Lnpep,maternal_1C_2C,0.537646898,0.29109772,0.983164843,-0.408551357,-1.403358104,-0.551817427,0.551817427,0.910441928,-0.910441928
SGMS2,Sgms2,maternal_1C_2C,1.168373316,0.726406369,0.168332446,-0.780125408,-1.282986722,-0.548992485,0.548992485,0.87487398,-0.87487398
TIPARP,Tiparp,maternal_1C_2C,0.58553621,0.531610582,0.915944944,-0.61366466,-1.419427077,-0.545835798,0.545835798,-0.640772973,0.640772973
CRTAC1,Crtac1,maternal_1C_2C,0.542973588,0.383274634,1.060623451,-0.7949366,-1.191935074,-0.542390795,0.542390795,0.883590945,-0.883590945
TICRR,Ticrr,maternal_1C_2C,0.490902225,1.24304986,0.390119416,-1.113927142,-1.010144358,-0.541136806,0.541136806,0.827430921,-0.827430921
EBF1,Ebf1,maternal_1C_2C,1.088530239,0.858981688,-0.10554743,-0.431688948,-1.410275549,-0.538121502,0.538121502,-0.786486893,0.786486893
ACVR1B,Acvr1b,maternal_1C_2C,1.16942442,0.796875522,0.173681629,-0.915286003,-1.224695567,-0.53701075,0.53701075,0.864482988,-0.864482988
CHD5,Chd5,maternal_1C_2C,0.33770905,-0.572251526,-0.572251526,-0.344509253,1.151303255,-0.533615702,0.533615702,0.541665816,-0.541665816
GCH1,Gch1,maternal_1C_2C,1.321942576,0.702430034,-0.102423967,-0.882807945,-1.039140697,-0.531872718,0.531872718,-0.8947634,0.8947634
HINT1,Hint1,maternal_1C_2C,0.298735303,0.728948346,0.606798742,0.109663653,-1.744146044,-0.523695603,0.523695603,-0.584838469,0.584838469
TDRD7,Tdrd7,maternal_1C_2C,0.723454985,1.020585647,0.236278301,-0.493658027,-1.486660907,-0.522872962,0.522872962,-0.86977125,0.86977125
ITGA9,Itga9,maternal_1C_2C,1.041755349,0.057266025,0.711948642,-0.776449866,-1.034520149,-0.51967965,0.51967965,0.84063783,-0.84063783
RB1,Rb1,maternal_1C_2C,0.078128997,0.495641349,-0.31820318,-0.886960396,0.631393231,-0.519248418,0.519248418,-0.786954423,0.786954423
CEMIP2,Cemip2,maternal_1C_2C,0.644688612,0.667034895,0.852197883,-0.596417043,-1.567504347,-0.518445048,0.518445048,-0.900912,0.900912
PEX3,Pex3,maternal_1C_2C,0.863869115,0.594858431,0.080335163,-0.854304339,-0.68475837,-0.51628449,0.51628449,0.894757508,-0.894757508
IMPA1,Impa1,maternal_1C_2C,0.633339863,0.655508853,0.167431651,-0.290815847,-1.16546452,-0.514539455,0.514539455,0.683074853,-0.683074853
GRK3,Grk3,maternal_1C_2C,0.179760188,-0.040186257,-0.482066828,-1.001922185,1.344415082,-0.512128703,0.512128703,0.568493577,-0.568493577
ARHGAP10,Arhgap10,maternal_1C_2C,0.240261733,0.709730747,1.18132212,-0.774794805,-1.356519794,-0.511806713,0.511806713,-0.884765723,0.884765723
ARHGAP39,Arhgap39,maternal_1C_2C,0.757539646,1.005270456,0.168741675,-0.682476035,-1.249075742,-0.506959508,0.506959508,0.686974271,-0.686974271
PPP1R14C,Ppp1r14c,maternal_1C_2C,0.89475188,0.884991746,0.307495196,-0.654631477,-1.432607345,-0.495349821,0.495349821,-0.785233954,0.785233954
DNAJB4,Dnajb4,maternal_1C_2C,0.911712143,0.058925609,-0.096558718,0.090084102,-0.964163136,-0.493886088,0.493886088,-0.853279009,0.853279009
GRHL3,Grhl3,maternal_1C_2C,0.256692448,0.193293927,0.234281424,-1.590437494,0.906169696,-0.492548866,0.492548866,0.752115809,-0.752115809
IGSF9,Igsf9,maternal_1C_2C,0.631928349,0.516329448,0.847005322,-0.982429773,-1.012833346,-0.491998307,0.491998307,-0.894513948,0.894513948
RBM46,Rbm46,maternal_1C_2C,0.719351977,0.377836556,0.941084328,-0.39136434,-1.64690852,-0.489866154,0.489866154,-0.699083131,0.699083131
GUCY1A1,Gucy1a1,maternal_1C_2C,0.070380586,1.188884573,0.055330199,-0.401986548,-0.912608811,-0.472855112,0.472855112,-0.84482823,0.84482823
BHLHE40,Bhlhe40,maternal_1C_2C,0.537813037,1.268101834,0.152790184,-1.319727496,-0.638977559,-0.472316685,0.472316685,0.312939113,-0.312939113
EBAG9,Ebag9,maternal_1C_2C,0.312201711,0.485195132,1.188559996,-0.628115987,-1.357840852,-0.465727033,0.465727033,-0.81660539,0.81660539
NCOA1,Ncoa1,maternal_1C_2C,0.670788615,0.372787349,0.906538837,-1.14599403,-0.80412077,-0.464498918,0.464498918,0.801407146,-0.801407146
HPRT1,Hprt1,maternal_1C_2C,1.047685864,1.067258773,-0.128135368,-0.894154676,-1.092654593,-0.450432065,0.450432065,0.897908867,-0.897908867
SUPT20HL2,Gm61616,maternal_1C_2C,1.155885373,0.611944979,0.113967356,-0.817621097,-1.06417661,-0.444839274,0.444839274,0.879648871,-0.879648871
SUPT20HL2,Gm61616,maternal_1C_2C,1.155885373,0.611944979,0.113967356,-0.817621097,-1.06417661,-0.444839274,0.444839274,0.879648871,-0.879648871
DAPP1,Dapp1,maternal_1C_2C,0.012505528,1.363504092,0.497424627,-0.757559328,-1.115874919,-0.443005865,0.443005865,-0.885300277,0.885300277
TBC1D9,Tbc1d9,maternal_1C_2C,0.527081195,-0.593763197,0.673704376,0.737976885,-1.344999259,-0.442471704,0.442471704,-0.899048322,0.899048322
ZFHX3,Zfhx3,maternal_1C_2C,0.55732378,0.166708725,0.458390113,-1.828259012,0.645836393,-0.432501012,0.432501012,-0.502848597,0.502848597
IQCA1,Iqca1,maternal_1C_2C,0.850629365,0.490929541,0.86315477,-0.963608288,-1.241105388,-0.411378879,0.411378879,0.895148838,-0.895148838
LYST,Lyst,maternal_1C_2C,1.25612685,0.776474052,-0.024781951,-0.99483689,-1.012982061,-0.410255037,0.410255037,0.797023437,-0.797023437
UPF3B,Upf3b,maternal_1C_2C,0.652667643,-0.702852,-0.68952702,1.303130215,-0.563418837,-0.404272297,0.404272297,0.862602518,-0.862602518
ACOT1,Acot3,maternal_1C_2C,0.453392105,0.808903999,-1.126005014,0.777979027,-0.914270117,-0.381210004,0.381210004,0.801843752,-0.801843752
BCORL1,Bcorl1,maternal_1C_2C,0.510324811,0.477674158,0.309544552,-0.549497623,-0.748045898,-0.350047997,0.350047997,0.904923572,-0.904923572
RNF24,Rnf24,maternal_1C_2C,1.216130941,0.547337784,-0.089410723,-1.300613307,-0.373444696,-0.347200147,0.347200147,0.891317159,-0.891317159
WDR44,Wdr44,maternal_1C_2C,0.324625435,0.449918397,1.129278937,-0.917238924,-0.986583845,-0.339082201,0.339082201,0.910176864,-0.910176864
IFT122,Ift122,maternal_1C_2C,-0.300569161,-0.569531885,-0.217927811,0.430677942,0.657350915,-0.328847266,0.328847266,0.90481257,-0.90481257
NLRP4,Nlrp4a,maternal_1C_2C,0.371698882,0.657339744,1.097896709,-0.633069795,-1.49386554,-0.324523765,0.324523765,0.88746997,-0.88746997
DDX4,Ddx4,maternal_1C_2C,1.007506475,0.541314407,0.563853986,-0.76721341,-1.345461458,-0.246071788,0.246071788,-0.775499375,0.775499375
SLC25A14,Slc25a14,maternal_1C_2C,0.934989625,0.810942382,0.257495826,-0.609404249,-1.394023584,-0.228683255,0.228683255,0.721919946,-0.721919946
ZNF280C,Zfp280c,maternal_1C_2C,0.823985669,0.66865039,0.737145756,-0.911408671,-1.318373143,0.309675615,-0.309675615,0.857281572,-0.857281572
PAX8,Pax8,maternal_1C_2C,1.258234408,0.610358884,-0.697101318,-0.644494606,-0.526997369,0.316391136,-0.316391136,0.909871218,-0.909871218
MCC,Mcc,maternal_1C_2C,1.393884975,-0.079699501,-0.005401139,-0.017735681,-1.291048654,0.329171644,-0.329171644,-0.87343922,0.87343922
FOXQ1,Foxq1,maternal_1C_2C,0.789284124,0.316384533,0.77378733,-0.783155085,-1.096300902,0.348443086,-0.348443086,-0.828719213,0.828719213
NKD1,Nkd1,maternal_1C_2C,0.393499696,0.353345552,-0.484019662,0.572332237,-0.835157823,0.354689608,-0.354689608,-0.872000813,0.872000813
STK32B,Stk32b,maternal_1C_2C,0.222910912,0.642198327,1.045071497,-0.366451988,-1.543728748,0.366560184,-0.366560184,-0.845780695,0.845780695
PHF6,Phf6,maternal_1C_2C,0.4347124,0.720536977,0.93514362,-0.609695658,-1.480697339,0.373287009,-0.373287009,0.909276523,-0.909276523
MAPK10,Mapk10,maternal_1C_2C,1.069763298,0.774608479,0.043071481,-0.906980282,-0.980462977,0.390873809,-0.390873809,-0.843342312,0.843342312
PCGF5,Pcgf5,maternal_1C_2C,1.066291522,0.388925126,0.496332958,-0.707266396,-1.244283209,0.397531515,-0.397531515,-0.885005225,0.885005225
RAD54L2,Rad54l2,maternal_1C_2C,0.793647762,0.42779002,0.850759894,-1.594828693,-0.477368984,0.406819466,-0.406819466,0.816468204,-0.816468204
