"","zygote_r1","zygote_r2","twoC_r1","twoC_r2","fourC_r1","fourC_r2","eightC_r1","eightC_r2","ICM_r1","ICM_r2"
"ESPL1",190,180,192,166,67,158,36,68,71,70
"PFDN5",2,0,0,3,0,3,1,32,8,3
"ENSG00000288663",0,0,0,0,0,0,0,0,0,0
"MYG1",0,0,0,0,0,0,0,0,0,0
"AAAS",84,104,114,213,65,42,48,32,142,78
"SP7",0,4,0,0,0,0,0,0,2,2
"SP1",334,354,524,516,418,776,360,584,334,424
"AMHR2",0,0,0,0,0,0,2,4,40,20
"PRR13",171,175,101,210,126,98,462,602,2862,1524
"CBX5",669,1083,1002,1144,766,1199,1302,3228,300,311
"MIR3198-2",0,0,0,0,0,0,0,0,0,0
"RN7SL390P",0,0,0,0,0,0,0,0,0,0
"SCAT2",0,0,0,0,0,0,0,0,0,0
"ENSG00000258344",0,0,0,0,0,0,0,0,0,1
"NFE2",0,0,0,0,2,0,0,0,6,12
"COPZ1",122,306,128,119,128,34,204,360,1013,1002
"RNU6-950P",0,0,0,0,0,0,0,0,0,0
"MIR148B",0,0,0,0,0,0,0,0,0,0
"RN7SL744P",0,0,0,0,0,0,0,0,0,0
"GPR84",0,0,0,0,0,2,2,0,1,0
"MRPL51",77,103,131,110,185,80,595,1049,2129,1964
"NCAPD2",26,44,46,73,32,34,195,271,158,186
"SCARNA10",0,0,0,0,0,0,0,0,0,0
"ENSG00000276232",0,0,0,0,0,0,0,0,0,0
"ENSG00000255966",0,0,0,0,0,0,0,0,0,0
"GAPDH",102,285,180,251,311,188,95,88,19622,21414
"ENSG00000269968",0,0,0,0,0,0,0,0,0,0
"ENSG00000245667",0,0,0,0,0,0,0,0,0,0
"NOP2",3,3,7,0,3,2,6,27,4,8
"ENSG00000285238",0,0,0,0,0,0,0,0,0,0
"CHD4",81,60,92,139,25,12,36,15,95,133
"ENSG00000247853",0,0,0,0,2,0,6,0,0,0
"SCARNA11",0,0,0,0,0,0,0,0,0,0
"YAF2",136,114,66,136,32,86,343,636,292,134
"PPHLN1",5161,5951,6167,5463,3779,2852,2291,2455,1217,1175
"ENSG00000257674",0,0,0,0,0,2,2,4,0,2
"ZCRB1",4627,4648,4754,4891,3475,1756,1624,1766,1176,596
"MIR7851",0,0,0,0,0,0,0,0,0,0
"ENSG00000252917",0,0,0,0,0,0,0,0,0,0
"ENSG00000274943",0,3,0,14,0,0,0,6,21,10
"RNU6-249P",0,0,0,0,0,0,0,8,0,0
"ENSG00000257376",8,0,0,0,8,4,0,2,4,2
"ENSG00000207142",0,0,0,0,0,0,0,0,0,0
"ENSG00000257225",0,0,0,0,4,0,2,1,8,0
"IFFO1",19,16,12,16,3,2,22,12,12,2
"TMEM233",2,0,2,31,4,0,2,0,0,0
"RN7SKP197",0,0,0,0,0,0,0,0,0,0
"PRKAB1",64,84,36,37,6,71,43,32,50,194
"CIT",286,396,261,288,296,380,66,92,182,158
"ENSG00000255692",0,0,0,0,0,0,0,0,0,0
"MIR1178",0,0,0,0,0,0,0,0,0,0
"RPL35AP30",0,0,0,0,0,0,0,0,0,0
"ENSG00000278250",0,0,0,0,0,0,0,0,0,0
"MLF2",54,158,78,30,36,90,168,394,1086,1144
"PHB2",231,287,416,215,269,236,155,426,2163,3329
"NFYB",732,976,764,730,641,1444,2008,3885,2180,1362
"ENSG00000199415",0,0,0,0,1,0,0,0,0,0
"ENSG00000257193",0,0,0,1,0,0,0,0,0,0
"ENSG00000286258",0,0,1,0,0,0,4,0,0,0
"TXNRD1-AS1",0,0,0,0,0,0,4,22,0,0
"RPL18AP3",20,44,22,37,38,48,40,216,425,439
"EID3",122,208,150,116,120,140,440,728,14,13
"RNFT2",0,6,0,16,3,0,0,38,39,33
"LOC100506551",0,0,0,0,0,0,0,0,0,22
"HMGA2",0,0,0,0,10,2,2,148,4,40
"CNOT2",834,2079,1443,1800,711,514,572,1554,681,776
"VAMP1",2,30,17,6,23,145,108,184,20,4
"HNRNPA1",2202,2922,3412,3388,2798,2618,4972,6934,6682,10738
"KICS2",76,46,111,114,26,30,6,18,18,29
"RNU6-1009P",0,0,0,0,0,0,0,0,0,0
"RNU5A-7P",0,0,0,0,0,0,0,0,0,0
"C12orf56",2,0,4,0,0,124,17,0,51,44
"OOEPP2",0,0,0,0,0,0,0,0,0,0
"ENSG00000256293",2,0,6,4,2,0,0,0,6,0
"LOC124903101",0,0,0,0,0,0,0,0,0,0
"XPOT",2012,2146,1984,1233,806,1969,552,1038,992,757
"LOC100420899",0,0,0,0,0,0,0,0,4,0
"ENSG00000277895",0,0,0,2,2,0,2,0,4,0
"ENSG00000256199",6,29,29,0,7,0,0,0,0,0
"LOC124903098",0,0,0,0,0,0,0,0,0,0
"RASSF3-DT",0,0,0,0,0,0,0,0,0,0
"MIR548Z",0,0,0,0,0,0,0,0,0,0
"MIR548C",0,0,0,0,0,0,0,0,0,0
"ENSG00000225195",0,0,0,0,0,0,0,0,0,0
"ENSG00000256314",0,0,0,0,0,0,0,0,0,0
"ENSG00000285901",0,0,0,0,2,0,0,0,0,0
"DCTN2",12,14,38,65,34,2,37,2,494,744
"ENSG00000287618",0,0,0,7,0,0,0,0,2,8
"DIABLO",0,5,0,4,0,25,10,16,6,16
"USP5",32,46,62,35,52,2,16,52,38,36
"PTPRB",7,3,13,7,0,0,0,17,24,2
"CD27",0,0,0,0,0,0,0,0,0,0
"PIANP",0,0,0,0,0,0,10,0,5,2
"FRS2",544,549,565,300,436,792,682,1469,211,217
"RERGL",225,266,220,210,156,57,136,46,8,0
"SLC2A14",1,22,0,0,19,13,118,159,103,125
"BAZ2A",372,418,573,728,419,396,175,128,94,145
"AMIGO2",0,0,0,24,0,84,32,30,2,4
"CLEC4C",339,608,570,293,386,152,138,83,4,0
"PPFIA2",217,401,233,252,267,437,114,74,0,7
"MRPL42",1592,2258,1251,1777,779,890,894,1511,2646,2384
"PARPBP",1472,3069,1904,1828,1165,2047,917,1680,555,978
"CDCA3",258,352,214,262,86,26,92,204,600,832
"SPSB2",0,0,0,4,1,2,9,0,50,24
"CD163",0,0,0,0,0,0,0,0,0,4
"ENSG00000255817",0,0,0,0,0,0,0,0,0,0
"ENSG00000255629",0,0,0,0,0,0,0,0,0,0
"TBK1",567,1211,1049,482,225,322,290,611,633,992
"ENSG00000288665",0,0,0,0,0,0,0,0,0,0
"RASSF3",4372,3784,3196,2603,1448,1216,513,430,219,175
"ENSG00000280320",0,0,0,0,0,0,0,0,0,0
"ENSG00000280181",0,0,0,0,0,0,0,0,2,0
"GNS",1326,1304,1580,996,838,814,363,381,115,290
"ENSG00000288591",0,0,0,0,0,0,0,0,0,0
"ENSG00000286682",0,0,0,0,0,0,0,0,2,2
"RPL7P39",0,0,0,0,0,0,0,0,0,0
"LINC02389",0,0,0,0,0,0,0,0,4,0
"LINC02231",0,0,0,0,0,0,0,0,0,0
"RNU6ATAC42P",0,0,0,0,0,0,0,0,0,0
"ENSG00000198671",19,41,33,42,28,7,3,19,0,0
"WIF1",43,56,62,50,71,42,7,33,2,0
"RNU6-166P",0,0,0,0,0,0,0,0,0,0
"ENSG00000255700",0,0,0,0,0,0,0,0,0,0
"LEMD3",54,38,108,10,16,2,99,444,286,181
"ENSG00000276853",8,14,30,0,16,0,33,52,0,4
"LOC105370047",0,0,0,0,0,0,0,0,0,0
"ENSG00000279527",0,0,0,0,0,0,0,0,0,0
"ENSG00000279071",0,0,0,0,0,0,0,0,0,0
"ENSG00000280354",0,0,0,0,0,0,0,0,0,0
"ENSG00000279121",0,0,0,1,0,0,0,0,2,1
"ENSG00000279334",0,0,0,0,0,0,0,0,0,0
"ENSG00000280097",0,0,0,0,0,0,0,0,0,0
"ENSG00000278973",0,0,0,0,0,0,0,0,0,0
"ENSG00000280444",0,0,0,0,0,0,0,0,0,2
"ENSG00000279087",0,0,0,0,0,0,0,0,0,0
"ENSG00000279931",0,2,0,0,0,0,0,0,0,0
"SCARB1",10,11,6,8,0,0,4,18,23,10
"ENSG00000287242",0,0,0,0,0,0,0,0,0,0
"RNU6-927P",0,0,0,0,0,0,0,0,0,0
"MIR5188",1,0,0,0,0,0,6,0,0,0
"ENSG00000241129",0,0,0,0,0,24,0,0,0,0
"ENSG00000274156",8,17,2,6,0,10,0,0,0,0
"ENSG00000271596",0,0,0,0,0,0,0,0,0,0
"ENSG00000274797",0,0,0,0,0,0,0,0,0,0
"LETMD1",69,172,119,148,118,72,61,118,126,150
"CSRNP2",282,278,214,348,222,180,76,84,96,34
"RPL35AP29",0,0,0,0,0,0,0,0,0,0
"ENSG00000278126",0,0,0,0,0,0,0,0,4,0
"ENSG00000279455",0,0,0,0,0,0,0,0,2,0
"ENSG00000256258",0,0,0,0,0,0,0,2,0,0
"ENSG00000256424",2,0,4,13,0,0,0,2,0,0
"ENSG00000287639",0,0,0,0,0,0,0,0,0,0
"ENSG00000279153",0,0,0,0,0,0,0,0,0,0
"RNA5SP377",0,0,0,2,0,0,0,0,0,0
"ENSG00000249926",0,4,2,6,3,0,4,9,4,0
"RPS6P21",4,2,4,0,10,0,0,0,0,0
"SFSWAP",82,62,84,86,132,80,76,134,113,92
"ENSG00000255933",0,0,0,0,0,0,0,0,0,0
"RNA5SP378",0,0,0,0,0,0,2,0,0,0
"RNU6-1017P",0,0,0,0,0,0,0,0,0,0
"ENSG00000256955",4,0,0,0,0,0,0,0,4,0
"ULK1",10,26,52,0,14,22,28,8,106,121
"ENSG00000279283",0,0,0,0,0,0,4,0,4,7
"ENSG00000255992",0,0,0,0,0,0,21,114,0,0
"PUS1",2,0,4,0,0,0,11,17,84,106
"ENSG00000273568",0,0,0,0,0,0,3,37,2,7
"MMP17",0,0,0,2,0,0,0,0,3,0
"ENSG00000274373",0,0,0,0,0,0,0,0,2,0
"ENSG00000256783",0,0,0,0,0,0,0,0,0,0
"ENSG00000256875",0,0,0,0,0,0,0,0,0,0
"ENSG00000280287",0,0,0,0,8,0,0,1,4,0
"ENSG00000279700",0,0,4,0,0,22,0,0,0,2
"MIR6763",0,0,0,0,0,0,0,0,0,0
"ENSG00000277186",0,0,0,0,0,11,0,4,0,0
"LRCOL1",0,0,0,0,0,0,0,0,0,0
"P2RX2",0,2,0,0,0,0,0,0,0,0
"ENSG00000280311",0,0,0,0,0,0,0,0,0,0
"PXMP2",0,0,1,8,2,0,1,0,12,11
"ENSG00000256632",0,0,0,0,0,0,0,0,0,0
"RNA5SP379",0,0,0,0,0,0,0,0,0,0
"ENSG00000256108",0,0,0,0,0,0,0,0,0,0
"FBRSL1",26,42,22,17,10,14,12,12,16,40
"RPL30P13",0,0,0,0,0,0,0,0,0,0
"ENSG00000260943",0,0,0,0,0,0,0,0,0,0
"LINC01779",0,0,0,0,0,0,0,0,1,2
"ENSG00000257296",0,0,0,0,0,0,0,0,0,0
"ENSG00000258073",0,0,0,0,0,0,0,0,0,0
"TSPAN19",0,32,38,0,2,2,0,0,2,0
"HSP90B1",2029,1936,1467,1263,951,1167,539,347,5811,4707
"MIR3652",0,0,0,0,0,0,0,0,0,0
"UQCC6",0,0,10,0,0,0,14,54,106,136
"TDG",14,7,12,4,4,3,0,3,540,469
"ENSG00000216285",0,0,0,0,0,0,2,4,18,29
"LRRK2",0,0,0,0,6,4,0,0,20,7
"SLC6A15",0,0,0,34,0,0,2,8,12,14
"RPL7P38",0,6,12,21,8,0,6,0,0,0
"ENSG00000238842",0,0,0,0,0,0,0,0,0,0
"RPL26P32",0,2,2,6,0,0,4,6,12,4
"RN7SKP261",0,0,0,0,0,0,0,0,0,0
"PTPRQ",0,24,8,0,0,0,0,0,0,2
"AKIRIN1P1",0,0,0,0,0,0,0,0,0,0
"ENSG00000257429",0,0,0,0,0,0,0,0,0,0
"OTOGL",187,205,218,170,146,74,71,215,5,48
"ENSG00000255644",0,0,0,0,0,0,0,17,0,0
"ENSG00000257022",0,0,0,0,0,0,0,0,0,0
"ENSG00000275567",0,0,0,0,0,0,0,0,0,0
"ENSG00000255627",0,0,0,0,0,0,0,0,0,0
"OAS1",0,0,0,0,0,0,0,0,4,4
"OAS3",75,42,99,77,82,28,2,44,5,4
"OAS2",2,0,2,2,0,0,0,0,3,4
"C12orf43",78,111,172,125,108,40,148,158,41,74
"OASL2P",0,0,0,0,0,0,0,0,0,0
"ENSG00000256963",0,0,0,0,0,0,1,0,0,0
"LOC124900320",0,0,0,0,0,0,0,0,0,0
"ENSG00000223538",0,0,0,0,0,0,0,0,0,0
"LOC100419293",0,0,0,0,0,0,0,0,0,0
"ENSG00000278351",0,0,0,0,0,0,0,0,0,0
"MESDP1",0,0,0,0,0,0,0,0,0,0
"ENSG00000257657",0,0,0,4,0,0,5,0,0,0
"LOC124903092",0,0,0,0,0,2,0,0,0,0
"ENSG00000207176",0,0,0,0,0,0,0,0,0,0
"RNU6-494P",0,0,0,0,0,0,0,0,0,0
"ENSG00000257643",0,0,0,0,0,0,0,0,1,0
"ENSG00000201563",0,0,0,0,0,0,0,0,0,0
"ENSG00000276148",0,0,0,0,0,0,0,2,7,4
"LOC100420981",6,14,8,4,6,4,8,6,27,12
"ENSG00000274105",0,0,0,0,0,0,0,0,0,0
"ENSG00000275854",0,0,0,0,0,0,0,29,13,0
"ANO6",1410,2261,1643,1162,1146,742,289,628,379,304
"TCTN2",76,80,123,90,51,306,29,21,5,9
"ENSG00000258210",2,4,0,0,0,0,0,0,0,1
"ENSG00000258011",0,0,0,0,0,0,0,0,0,0
"ARPC3",218,227,171,193,149,9,1013,2227,2900,3175
"GPN3",412,924,644,980,464,540,1456,2884,548,662
"RPL31P49",0,0,0,0,0,0,0,6,4,0
"FAM216A",4,0,2,8,0,0,22,46,69,180
"VPS29",911,1249,801,1075,739,587,441,462,1820,2141
"LOC124903099",0,0,0,0,0,0,0,0,0,0
"ENSG00000278993",1,2,0,0,10,0,8,4,4,5
"RAD9B",138,130,114,162,86,0,8,0,5,2
"PPTC7",172,225,273,155,91,84,505,1443,225,195
"RN7SL387P",0,0,0,0,0,0,0,0,0,0
"HVCN1",75,109,63,98,51,69,14,72,6,4
"PPP1CC",2028,2578,2336,1906,1739,2724,2941,4334,1788,1400
"ENSG00000279925",0,0,0,0,0,0,0,0,0,0
"ENSG00000257268",0,0,0,0,0,0,0,7,0,0
"ENSG00000241286",0,0,0,0,0,2,0,4,8,0
"TCTN1",350,606,426,371,238,289,50,40,35,43
"TUBA1A",153,194,71,145,167,54,45,142,455,575
"ENSG00000258101",0,2,0,0,8,0,2,2,3,0
"ENSG00000258232",0,0,0,0,0,0,0,0,2,1
"TROAP-AS1",6,5,7,3,0,0,0,0,1,0
"TROAP",397,799,423,372,151,125,197,234,240,285
"C1QL4",0,0,0,0,0,0,0,0,4,0
"DNAJC22",0,0,0,0,6,0,0,0,22,12
"ENSG00000257954",0,0,0,8,0,0,25,68,4,15
"ENSG00000257464",0,0,0,0,0,0,0,0,8,26
"MIR6762",0,0,0,0,0,0,0,0,0,0
"PLBD2",4,0,4,7,6,0,0,0,30,31
"SDS",18,44,40,20,30,32,8,0,10,2
"SDSL",10,0,2,0,2,0,0,0,2,0
"LHX5",0,0,0,0,4,0,2,2,0,0
"SLC8B1",4,0,0,0,0,2,2,0,48,37
"RAB5B",688,748,722,676,470,594,98,84,64,86
"ENSG00000237493",0,0,0,0,0,0,1,0,1,0
"SUOX",0,0,2,0,5,0,2,0,16,68
"IKZF4",6,24,38,40,54,0,1,0,6,18
"ENSG00000273890",0,0,0,0,0,0,6,0,0,0
"ENSG00000257449",0,0,0,0,5,0,0,0,0,0
"RPS26",456,656,464,558,576,390,3801,7147,10013,5440
"ENSG00000257411",0,0,0,0,0,0,0,0,0,0
"PA2G4",278,295,380,273,287,546,320,479,1020,1435
"ENSG00000257553",0,0,0,0,0,0,0,0,0,0
"RPL41",696,1348,1036,1716,1580,1285,4143,7574,8222,7335
"ESYT1",105,122,30,74,48,36,16,144,34,93
"ZC3H10",14,16,2,43,24,6,36,0,30,4
"ENSG00000258345",0,0,0,0,0,0,0,0,0,0
"ENSG00000258317",0,0,0,0,0,0,0,0,0,0
"MYL6B-AS1",0,0,0,0,0,0,0,0,0,0
"MYL6",105,48,82,180,69,139,856,1008,3746,4354
"SMARCC2",159,433,202,168,250,497,111,400,44,173
"ENSG00000258199",0,0,0,0,0,0,0,0,0,0
"RNF41",182,182,234,222,122,278,60,212,61,156
"NABP2",78,124,122,70,138,140,42,146,36,12
"SLC39A5",0,0,0,0,0,0,0,0,2,0
"ANKRD52",4,4,10,2,0,28,14,0,21,67
"COQ10A",0,0,3,6,0,0,48,0,16,55
"ENSG00000258260",0,0,0,0,0,0,0,0,2,0
"CS",1049,1391,1491,1156,985,1060,701,1212,906,626
"ENSG00000144785",0,0,0,0,0,0,0,0,0,0
"ENSG00000257740",0,0,0,0,0,0,0,0,0,0
"CNPY2",0,0,0,0,0,0,2,0,13,2
"IL23A",54,26,23,103,42,109,46,0,20,19
"RNU7-40P",0,0,0,0,0,0,0,0,0,0
"APOF",0,0,0,0,0,0,0,2,4,2
"ENSG00000274823",0,0,0,0,0,0,0,0,0,0
"ENSG00000259099",0,0,0,0,0,0,0,0,0,0
"SLCO1B1",14,44,9,0,6,4,12,0,2,0
"IAPP",0,0,0,0,0,0,0,0,2,0
"PYROXD1",57,169,84,12,73,138,400,77,134,282
"ELOCP31",0,0,0,0,0,0,0,0,0,0
"RECQL",115,224,157,171,109,0,152,237,338,302
"GOLT1B",3822,4884,4994,2098,2016,1218,2529,4010,825,457
"SPX",0,0,0,0,0,0,2,0,0,0
"YARS2",480,757,492,756,435,528,293,591,155,102
"ENSG00000286950",9,18,11,0,0,0,2,0,0,0
"ENSG00000274976",0,0,0,0,0,0,0,0,0,0
"ENSG00000244743",0,0,0,0,0,0,0,0,0,0
"ENSG00000257653",0,0,0,0,0,0,0,0,0,0
"MIR4701",0,0,0,0,0,0,0,0,0,0
"ADCY6-DT",4,8,10,10,12,0,16,0,0,0
"ENSG00000271547",0,0,0,0,0,33,0,0,0,0
"ENSG00000207467",0,0,0,0,0,0,0,0,0,0
"CACNB3",0,0,18,11,0,0,2,16,25,39
"RND1",970,1345,1368,2383,1072,1710,240,473,7,2
"ADCY6",0,4,0,6,0,0,0,0,8,0
"MPHOSPH9",204,120,188,150,206,124,136,578,96,231
"CDK2AP1",339,396,266,180,190,220,180,218,222,236
"ENSG00000269980",0,0,0,0,0,0,0,0,0,0
"RNA5SP375",0,0,0,0,0,0,0,0,0,0
"SBNO1",952,954,1212,1032,875,1142,2700,5442,1067,1309
"ENSG00000207189",0,0,0,0,0,0,2,0,1,0
"MIR8072",0,0,0,0,0,0,0,0,0,0
"MTRFR",1788,2166,1535,2366,888,2366,165,196,126,153
"DHX37",12,2,10,20,16,0,6,55,16,58
"BRI3BP",158,177,132,145,89,36,16,0,28,89
"THRIL",0,0,0,0,0,0,0,0,0,0
"TOMM6P1",0,0,0,0,0,0,0,0,0,0
"AACS",22,60,86,142,62,52,20,0,22,53
"ENSG00000279233",0,2,2,0,0,0,0,0,2,0
"ENSG00000256814",0,8,13,0,22,0,0,0,2,0
"ENSG00000287240",0,0,0,0,0,0,0,0,0,4
"ENSG00000280117",0,2,4,0,0,0,4,2,0,0
"ENSG00000279462",0,0,0,0,0,0,0,0,2,0
"GRIN2B",258,340,333,557,312,173,104,59,15,11
"LLPH",7,39,8,34,9,6,721,1611,382,365
"ENSG00000228144",0,0,0,0,0,0,0,0,0,0
"LLPH-DT",0,0,0,0,0,0,2,7,2,13
"IRAK3",0,0,0,0,4,0,18,0,8,0
"ENSG00000225422",0,0,0,19,2,0,0,0,6,10
"MIR6502",0,0,0,0,0,0,0,0,0,0
"ENSG00000256072",0,0,0,0,0,0,0,0,0,0
"PDCL3P7",0,0,0,0,0,0,0,0,0,0
"ENSG00000222744",0,0,0,0,0,0,0,0,0,0
"HELB",58,94,26,35,46,0,78,68,18,4
"OSBPL9P5",0,0,0,0,0,0,0,0,0,0
"ENSG00000256420",0,0,0,0,0,0,0,0,0,0
"ENSG00000257083",0,2,0,0,8,0,6,0,2,0
"ENSG00000279310",0,0,0,0,0,0,0,0,0,0
"RAB11AP2",0,0,0,0,0,0,0,0,0,0
"SLC11A2",184,416,223,235,138,6,38,150,305,256
"RDH16",0,0,0,0,0,0,0,2,0,0
"DNAJC14",18,7,4,2,9,18,1,91,0,15
"ACTR6",46,152,154,15,98,244,492,801,1218,905
"CLIP1",992,1177,910,1238,766,1500,337,741,1254,973
"ST8SIA1",460,273,353,284,202,124,73,34,0,2
"ZNF140",38,70,52,59,58,32,91,67,10,4
"NUAK1",0,0,0,0,0,0,2,18,7,2
"TBC1D15",1481,1366,1576,1292,986,863,780,1983,553,357
"ZDHHC17",58,96,167,149,101,16,334,866,257,123
"OR2AP1",0,0,0,0,0,0,0,0,0,0
"OR6C2",0,0,0,0,0,0,0,0,0,0
"GLT8D2",0,0,0,0,0,0,0,2,1,1
"LIN7A",20,0,13,29,2,0,4,6,2,0
"C12orf71",0,0,0,0,0,0,0,0,0,0
"FIGNL2",8,0,0,0,0,0,0,0,0,0
"ZNF891",0,0,2,18,17,3,208,209,44,53
"RILPL2",12,0,0,0,0,0,6,0,22,46
"WNK1",416,344,446,201,298,662,277,158,232,370
"TBC1D30",16,48,38,16,30,0,16,12,10,2
"CLLU1-AS1",0,0,0,0,0,0,0,0,0,0
"CLLU1",0,0,0,0,0,2,0,4,0,0
"ENSG00000216306",0,0,0,0,0,0,0,0,0,0
"MIR492",0,0,0,0,0,0,0,0,0,0
"NR2C1",695,924,813,951,515,366,532,1002,676,925
"LOC100287148",0,0,0,0,0,0,0,0,3,0
"RPL14P4",2,0,0,0,0,0,0,0,2,0
"NDUFA12",476,372,312,585,335,679,721,847,2241,2216
"RNF10",1558,2048,1857,1412,1089,1193,376,529,295,405
"LOC128071547",0,0,0,0,0,0,0,0,0,0
"SLC25A3",530,804,893,810,754,380,1681,2206,4551,8351
"APAF1",78,148,120,203,72,70,142,117,67,36
"RPL19P17",0,0,0,0,0,0,0,0,0,0
"CREBL2",246,310,270,151,191,164,64,104,187,239
"ENSG00000271215",0,0,0,0,0,0,0,0,0,2
"ENSG00000275963",0,0,0,0,0,0,0,2,0,0
"GPR19",44,22,18,50,2,0,16,50,34,6
"ENSG00000257004",13,0,20,16,2,0,7,0,0,0
"ENSG00000256658",0,0,0,0,0,0,0,0,2,0
"APOLD1",6,2,8,0,0,0,0,2,2,5
"MIR613",0,0,0,0,0,0,0,0,0,0
"ENSG00000270296",0,0,0,0,0,0,0,0,0,0
"DDX47",0,0,0,0,0,0,5,0,11,23
"RPL37AP9",0,0,0,0,0,1,0,0,0,0
"ENSG00000231313",0,0,0,0,0,0,0,0,6,6
"ENSG00000244585",0,0,0,0,0,0,0,0,0,0
"HNF1A",46,87,42,42,68,3,16,0,4,2
"ATP2A2",759,796,946,655,732,1292,390,823,277,200
"RN7SL769P",0,0,0,0,0,0,0,0,0,0
"PYM1",156,216,223,314,204,194,93,183,194,382
"PMEL",0,42,4,30,0,0,6,28,34,68
"CDK2",3,0,7,0,0,0,46,153,44,59
"ENSG00000257823",0,0,1,0,0,0,0,0,0,0
"ENSG00000273987",4,8,5,0,2,0,0,0,0,0
"GLIPR1L1",0,0,4,0,0,0,0,0,0,0
"GLIPR1L2",6,0,10,30,6,20,0,16,0,0
"GLIPR1",1013,946,1195,648,884,555,120,115,0,6
"ENSG00000257497",0,0,0,0,3,0,0,22,2,10
"KRR1",3863,6743,4428,4948,2548,2328,1481,3929,703,668
"ENSG00000257777",0,0,0,0,0,0,0,0,0,0
"OR6C4",0,0,0,0,0,0,0,0,2,0
"LMNTD1",0,0,4,0,6,4,6,0,0,1
"ENSG00000257009",0,0,0,0,0,0,0,0,0,0
"ENSG00000236333",30,52,18,12,6,96,0,2,0,0
"ENSG00000257287",1,23,4,7,4,20,0,0,0,0
"ENSG00000257723",0,0,0,0,0,0,0,0,0,0
"ENSG00000258235",0,0,0,0,0,0,0,0,0,0
"ERBB3",0,0,2,0,0,0,23,14,153,289
"TRHDE",221,280,190,203,166,134,49,77,2,10
"OR6C7P",0,0,0,0,0,0,0,0,0,0
"OR6C75",0,0,0,0,0,0,0,2,2,0
"ENSG00000257414",0,0,0,0,0,0,0,0,4,0
"ENSG00000179899",2,2,0,0,0,0,2,0,4,2
"OR6C76",0,0,0,0,0,0,0,0,0,0
"ASS1P14",0,0,0,0,0,0,0,0,0,0
"ENSG00000257435",0,0,0,0,0,0,0,0,0,0
"OR6C69P",0,0,0,0,0,4,0,0,0,0
"OR6C72P",0,0,0,0,0,0,0,0,0,0
"OR6C6",0,0,0,0,0,0,0,0,0,0
"OR6C5P",0,0,0,0,0,0,0,0,0,0
"ANP32D",0,0,0,0,0,0,0,0,0,0
"C12orf54",0,0,0,0,0,0,1,0,2,6
"ENSG00000258121",0,0,0,0,0,0,2,0,1,2
"RPS10P20",0,0,0,0,0,0,0,0,0,0
"ENSG00000197376",0,0,0,0,0,0,0,0,2,0
"LALBA",0,0,0,0,0,0,6,0,2,0
"ENSG00000257870",0,0,0,0,0,0,0,0,0,0
"NEUROD4",0,0,0,0,16,0,0,0,0,2
"OR9K1P",6,0,3,0,2,0,0,0,0,0
"ENSG00000257350",0,0,0,0,0,4,8,0,0,2
"OR9K2",2,0,0,0,0,0,0,0,0,0
"OR9R1P",0,0,0,0,0,0,0,0,0,0
"ENSG00000271370",0,0,0,0,0,0,0,0,0,0
"DUSP16",280,320,305,205,154,380,38,196,128,138
"ENSG00000255670",0,0,0,0,0,0,0,0,0,3
"RPS6P1",0,4,10,6,8,6,14,38,32,8
"RPL13AP20",8,16,32,18,22,12,20,48,100,157
"GPRC5A",2,22,46,30,40,14,28,16,547,226
"MIR614",0,0,0,0,0,0,0,0,0,0
"ENSG00000256011",0,0,0,0,0,0,0,0,0,0
"LOC124903100",0,0,0,0,0,0,0,0,1,0
"HEBP1",2,0,4,8,6,0,3,8,65,132
"ENSG00000183935",0,0,0,0,2,0,12,6,0,0
"ENSG00000278255",0,0,0,0,0,0,0,0,3,0
"CACNA1C-AS4",0,0,0,0,0,0,0,0,0,2
"ENSG00000256721",0,0,0,0,0,0,0,0,2,0
"ENSG00000285555",0,0,0,0,0,0,0,0,2,0
"ENSG00000285734",0,0,0,0,0,0,0,0,0,0
"ENSG00000256769",0,0,0,0,0,0,0,0,2,0
"ENSG00000203648",0,0,0,0,0,0,0,0,0,0
"ENSG00000256271",2,2,0,2,2,0,0,0,2,0
"ENSG00000246627",2,2,8,0,0,0,0,0,0,0
"LOC124902995",0,0,10,2,2,0,6,8,8,2
"ENSG00000257458",0,0,0,0,0,0,0,0,0,0
"RNA5SP366",0,0,0,0,0,0,0,0,0,0
"LOC101928937",0,0,0,0,0,0,0,0,0,0
"GARIN6",0,0,0,0,0,0,0,0,0,0
"ENSG00000287675",0,0,0,0,0,0,4,0,0,0
"PRKAG1",0,3,2,3,1,2,0,0,4,0
"CDKN1B",30,37,44,10,26,0,24,48,48,32
"ERP29",115,85,90,112,74,104,82,79,368,426
"ENSG00000274227",0,0,2,0,0,0,0,0,2,0
"NAA25",97,124,142,60,148,152,252,635,640,571
"MIR3657",0,0,0,0,0,0,0,0,0,0
"ENSG00000258323",0,0,0,0,0,0,0,0,0,2
"ENSG00000200688",0,0,0,0,0,0,0,0,0,0
"TRAFD1",1849,1828,3166,1594,2842,1107,598,168,118,50
"ENSG00000200135",0,0,0,0,0,0,0,0,0,0
"MIR6861",0,0,0,0,0,0,0,0,0,0
"ENSG00000257494",0,0,0,0,0,0,0,0,3,4
"ENSG00000201428",0,0,2,2,6,4,6,0,0,6
"RPL7AP60",0,0,0,0,0,0,0,0,0,0
"ENSG00000257658",0,0,0,3,0,0,0,0,0,0
